id,Unnamed: 6,founded_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
c:9816,San Francisco CA 94105,6/1/2005,1.0822,1.0822,6.0027,6.0027,12,1,6250000,1,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:9816,0,0,1,0,0,0,1.0,0,1
c:52566,New York NY 10001,2/1/2010,1.7479,1.7479,1.0,2.1096,4,1,575000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:52566,0,1,0,0,0,0,6.0,0,1
c:49236,Somerville MA 2143,8/1/2009,0.0,0.5808,0.0,0.0,1,2,53000,1,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:49236,0,1,0,0,0,0,1.0,1,0
c:2234,San Francisco CA 94105,1/1/2006,0.9151,2.7753,3.0027,3.6466,6,2,9500000,2,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:2234,0,0,1,1,0,0,2.5,1,1
c:3505,San Francisco CA 94105,10/1/2009,-0.7479,0.8192,-1.7507,0.2521,7,2,3500000,2,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:3505,0,1,1,0,0,0,1.0,1,0
c:56989,New York NY 10003,10/1/2009,0.7726,1.4959,-0.5863,3.7534,14,3,10500000,3,NY,0,1,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,c:56989,1,0,1,0,0,0,6.3333,1,1
c:28482,Fremont CA 94538,1/1/2008,0.7562,4.4137,2.7836,4.0027,14,4,34250000,2,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:28482,1,0,1,1,1,0,2.25,1,1
c:40324,Waltham MA 2451,1/1/2006,0.6795,4.5507,2.5205,4.4767,2,5,85381111,0,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:40324,0,0,1,1,1,0,4.6667,1,1
c:1595,Timonium MD 21093,1/1/2000,6.1671,7.9205,8.0055,11.2548,6,3,100000000,3,MD,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:1595,1,0,1,0,0,0,2.5,1,1
c:31294,Pittsburgh PA 15213,1/4/2009,-1.011,1.4877,0.4055,1.3205,3,2,125000,2,PA,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:31294,1,1,0,0,0,0,1.0,1,0
c:43875,Reston VA 20191,1/1/2003,2.3178,4.2356,-0.3342,-0.3342,2,2,10600000,1,VA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:43875,1,0,0,1,0,0,3.0,1,0
c:16562,San Francisco CA 94105,1/1/2004,2.4192,5.4384,2.0027,2.0027,2,3,26100000,1,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:16562,1,0,0,1,0,0,3.5,1,1
c:18075,San Francisco CA 94105,1/1/2000,7.5315,7.5315,10.7342,10.7342,2,1,30000000,1,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:18075,1,0,0,0,0,0,5.0,1,1
c:86120,Chicago IL 60606,9/24/2010,1.0575,1.7699,1.0301,1.1123,6,3,132885,2,IL,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,c:86120,0,1,0,0,0,0,1.0,1,0
c:12173,San Francisco CA 94105,10/1/2006,0.6,4.2247,-0.7479,4.4767,9,3,9500000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:12173,0,0,1,1,1,0,2.0,1,1
c:44650,Palo Alto CA 94303,1/1/2000,6.1233,6.1233,6.0055,6.0055,9,1,18000000,1,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:44650,1,0,0,0,0,0,7.0,1,1
c:70021,Cincinnati OH 45202,2/1/2010,1.8329,1.8329,1.7479,1.7479,4,1,690000,1,OH,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:70021,0,1,0,0,0,0,3.0,1,0
c:17660,Atlanta GA 30305,1/1/2001,5.1644,6.0055,2.5205,4.4767,1,3,25131611,0,GA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:17660,1,0,0,1,0,0,1.0,1,1
c:51745,San Jose CA 95134,1/1/2007,3.5288,3.5288,2.5205,4.4767,1,1,2000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:51745,0,0,0,0,0,0,1.0,1,0
c:25324,San Francisco CA 94105,1/1/2004,1.5836,6.6466,5.0055,7.0877,4,3,78750000,2,MA,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:25324,0,0,1,1,0,0,3.5,1,1
c:77,San Francisco CA 94105,11/1/2006,0.2521,4.4055,3.3151,6.7918,27,5,48500000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:77,1,1,1,1,1,0,2.5,1,1
c:1895,San Francisco CA 94105,1/1/2005,0.5726,0.5726,5.1671,8.0082,12,1,15000000,2,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1895,0,0,1,0,0,0,3.0,0,0
c:16593,San Francisco CA 94105,1/1/2007,0.9397,5.3178,2.5205,4.4767,13,5,74000000,0,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:16593,1,0,0,1,1,0,5.3333,1,1
c:16289,San Francisco CA 94105,1/1/2005,0.7479,2.3315,2.0,2.0,6,2,15000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16289,0,0,1,1,0,0,3.0,1,1
c:575,San Francisco CA 94105,1/1/2004,2.0027,3.9178,3.0027,5.2192,8,3,45000000,3,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:575,0,0,1,0,0,0,1.0,0,0
c:15562,San Francisco CA 94105,6/1/2006,1.9178,1.9178,2.0027,2.0027,4,1,4410000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:15562,0,0,1,0,0,0,1.0,1,1
c:62432,Sterling VA 20166,1/1/2010,0.0,0.8959,2.0,2.6767,9,2,4500000,2,VA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:62432,0,0,1,1,0,0,2.0,1,1
c:8100,San Francisco CA 94105,1/1/2007,1.6712,3.7863,4.6685,5.6849,11,3,11040000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:8100,0,0,1,1,1,0,2.5,1,1
c:62262,San Francisco CA 94107,1/1/2009,1.8822,1.8822,1.3288,2.9479,6,1,1600000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:62262,0,0,1,0,0,0,3.0,1,1
c:3686,New York NY 10011,1/1/2002,3.4164,3.874,7.7534,7.7534,3,2,9000000,1,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3686,1,0,0,1,0,0,4.0,1,1
c:82805,San Francisco CA 94105,4/1/2010,1.3041,2.6493,0.0,3.6767,4,3,3282327,2,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:82805,1,0,0,0,0,0,2.0,1,1
c:196,San Francisco CA 94105,1/1/2002,4.1644,4.1644,5.5836,11.3918,5,2,24700000,5,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:196,0,0,1,1,0,0,4.0,1,1
c:28114,San Francisco CA 94105,1/1/2002,5.6986,6.8877,2.5205,4.4767,2,2,8800000,0,GA,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,c:28114,1,0,1,0,0,0,1.0,1,0
c:13277,San Francisco CA 94105,9/1/2007,1.1836,1.1836,0.9178,0.9178,1,1,1700000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:13277,0,0,1,0,0,0,1.0,0,0
c:63217,Oakland CA 94609,6/1/2010,0.2493,0.2493,0.0,0.7781,1,1,20000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:63217,0,1,0,0,0,0,1.0,0,0
c:2534,San Francisco CA 94105,1/1/2005,3.1041,4.9205,5.0027,8.3534,10,2,11500000,5,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:2534,0,0,1,1,0,0,2.5,1,1
c:5264,San Francisco CA 94105,1/1/2001,2.3068,9.4247,4.4986,11.4164,12,7,98170000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:5264,1,0,0,1,1,1,5.2,1,0
c:58512,San Francisco CA 94105,1/1/2010,1.2219,1.2219,0.7479,2.6849,2,1,1350000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:58512,0,1,0,0,0,0,10.0,1,1
c:12957,San Francisco CA 94105,11/1/2005,4.7068,4.7068,2.989,6.863,17,1,940261,2,IL,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:12957,0,0,1,0,0,0,1.0,1,1
c:34499,Boston MA 2109,6/4/2007,1.6658,3.6712,3.6658,3.6712,12,2,4000000,3,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:34499,0,1,1,0,0,0,3.0,1,1
c:34028,Sunnyvale CA 94085,1/1/2008,1.9562,1.9562,1.0027,1.0027,5,1,5000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:34028,0,0,1,0,0,0,1.0,0,0
c:23335,San Francisco CA 94105,4/17/2009,0.0027,0.0027,0.5836,0.5836,3,1,20000,1,VA,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:23335,0,1,0,0,0,0,1.0,0,0
c:30526,San Francisco CA 94105,1/1/2002,4.0301,4.0301,3.0027,3.0027,5,1,12500000,1,WA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:30526,0,0,0,1,0,0,3.0,1,1
c:42519,Centennial CO 80112,1/1/2009,1.3397,4.6548,1.3589,1.3753,0,5,7228704,2,CO,0,0,0,0,1,finance,0,0,0,0,0,0,0,0,0,1,c:42519,1,0,1,0,0,0,2.0,1,0
c:48376,Chicago IL 60631,1/1/2006,4.3836,5.9562,5.4986,5.4986,5,2,55000000,1,IL,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:48376,1,0,0,1,0,0,4.0,1,0
c:15693,San Francisco CA 94105,1/1/2004,2.063,6.6137,2.5205,4.4767,5,4,15180000,0,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:15693,1,0,1,0,1,0,1.0,1,1
c:47587,San Jose CA 95134,1/1/2008,2.3479,3.4301,2.3562,4.0027,4,2,30000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:47587,0,0,1,1,0,0,2.5,1,0
c:1669,San Francisco CA 94105,1/1/2006,2.5233,2.6685,3.0027,4.4247,11,2,14500000,3,TX,0,0,0,1,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1669,0,0,1,1,0,0,1.5,1,1
c:421,San Francisco CA 94105,1/1/2009,2.0685,2.0685,2.5808,4.3671,6,1,6500000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:421,1,0,0,0,0,0,3.0,1,1
c:155621,Memphis TN 38103-4717,1/29/2012,0.0,0.0,0.0,0.0,2,1,15000,1,TN,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:155621,0,1,0,0,0,0,1.0,0,0
c:40782,New York NY 10013,7/1/2009,0.7288,3.6055,1.589,4.1041,5,5,4705910,3,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:40782,1,1,0,0,0,0,3.0,1,1
c:51306,San Francisco CA 94105,1/1/2008,2.8055,2.8055,3.0027,4.6493,6,1,3000000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:51306,1,0,0,0,0,0,1.0,1,1
c:1088,San Francisco CA 94105,2/1/2007,0.7452,4.9178,3.0438,6.8411,30,6,125250000,5,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1088,1,0,1,1,1,1,3.5,1,1
c:34522,New York NY 10013,1/1/2008,0.3315,4.0027,2.3644,3.6685,8,4,1449998,3,NY,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,c:34522,1,1,0,0,0,0,1.0,1,0
c:83692,Cambridge MA 2139,2/1/2011,0.6959,1.189,0.6629999999999999,2.6247,5,2,6000000,3,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:83692,0,1,1,0,0,0,6.0,1,1
c:43831,Plymouth MN 55441,1/1/2005,2.0603,6.2301,2.5205,4.4767,7,3,28200000,0,MN,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,c:43831,1,0,0,1,1,0,3.0,1,1
c:28428,San Francisco CA 94105,8/1/2005,3.1479,4.8795,5.0027,5.0027,5,2,14000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:28428,1,0,1,0,0,0,2.0,1,1
c:17974,San Francisco CA 94105,7/1/2007,1.5808,1.5808,2.2521,2.5342,14,1,3000000,2,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:17974,0,0,1,0,0,0,1.0,0,0
c:81475,Seattle WA 98104,1/1/2010,1.5151,1.7644,0.7479,0.7479,6,2,2238055,1,WA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:81475,1,1,0,0,0,0,1.0,1,0
c:76543,San Francisco CA 94108,9/1/2010,0.7123,2.2849,1.9507,2.2822,5,2,5200000,2,CA,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,c:76543,1,0,1,0,0,0,1.0,1,0
c:84161,San Francisco CA 94105,1/1/2010,3.6329,3.6329,1.1479,3.7781,4,1,75000000,4,PA,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,c:84161,1,0,0,0,0,0,1.0,0,1
c:810,San Francisco CA 94105,9/1/2006,0.411,3.9699,4.2521,5.7671,13,4,24500000,4,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:810,0,0,1,1,1,0,2.5,1,0
c:16488,San Francisco CA 94105,1/1/2002,4.9068,8.1014,2.5205,4.4767,3,3,4476171,0,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:16488,1,0,1,0,0,0,2.0,1,0
c:11042,San Francisco CA 94105,8/28/2007,0.5014,2.4219,2.8192,5.8849,21,3,10400001,3,TX,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,c:11042,0,0,1,1,0,0,6.0,1,1
c:17633,San Francisco CA 94105,1/1/2002,4.1836,7.1342,5.0027,5.0027,8,3,68400000,1,CO,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:17633,1,0,0,0,1,1,6.5,1,1
c:3187,San Francisco CA 94105,1/1/2004,2.9288,4.6329,2.5205,4.4767,13,2,15200000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3187,0,0,1,1,0,0,2.0,1,1
c:164922,New York NY 10012,1/1/2011,0.6192,1.5863,2.5205,4.4767,2,2,890000,0,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:164922,0,1,0,0,0,0,3.0,1,0
c:81886,San Francisco CA 94108,1/1/2001,10.5315,10.5315,2.5205,4.4767,0,1,2600000,0,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:81886,1,0,0,0,0,0,1.0,1,0
c:54585,San Francisco CA 94105,1/1/2009,3.8685,3.8685,3.8301,4.0877,7,1,1226270,2,IL,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:54585,0,1,0,0,0,0,1.0,1,1
c:11507,San Francisco CA 94105,1/1/2002,6.737,8.2877,6.7534,6.7534,5,2,9000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:11507,0,0,1,1,0,0,1.0,0,1
c:24860,San Francisco CA 94105,1/1/2004,4.6521,8.1288,6.0055,6.0055,4,4,7210210,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:24860,1,0,1,1,0,0,1.0,0,1
c:148750,San Francisco CA 94103,1/1/2011,0.7397,1.1425,0.5808,0.5808,15,2,15700000,1,CA,1,0,0,0,0,automotive,0,0,0,0,0,0,0,0,0,1,c:148750,0,0,1,0,0,0,3.0,1,1
c:45611,Waltham MA 2451,1/1/2000,5.6849,6.3151,5.0055,5.0055,4,2,15050000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:45611,1,0,0,0,1,0,2.5,1,1
c:4106,San Francisco CA 94105,8/1/2006,0.7479,2.7507,1.5836,4.5315,5,2,3500000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:4106,0,0,1,1,0,0,3.0,1,1
c:17775,San Francisco CA 94105,1/1/2000,6.4767,7.3507,5.0055,5.0055,2,2,43000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17775,0,0,0,0,1,1,1.0,1,0
c:144,San Francisco CA 94105,1/1/2005,1.1616,3.0384,3.2658,5.5397,7,2,57000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:144,0,0,1,1,0,0,3.5,1,1
c:13046,San Francisco CA 94105,9/1/2007,0.8932,0.8932,0.8329,4.2137,8,1,1300000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:13046,0,1,0,0,0,0,4.0,1,1
c:40,San Francisco CA 94105,1/1/2004,1.4986,4.4247,4.0877,9.737,15,4,69750000,4,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:40,0,0,1,1,1,1,5.0,1,1
c:26460,San Francisco CA 94105,1/1/2001,3.0,5.0027,9.6247,10.3945,16,2,14500000,2,MA,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:26460,0,1,0,1,0,0,2.0,1,1
c:15887,San Francisco CA 94105,1/1/2002,4.0849,5.5836,2.5205,4.4767,2,2,48000000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:15887,0,0,0,0,1,1,6.0,1,0
c:36742,Pittsburgh PA 15218,6/1/2006,3.5041,5.4438,2.5205,4.4767,3,2,3508462,0,PA,0,0,0,0,1,medical,0,0,0,0,0,0,0,0,0,1,c:36742,1,0,1,0,0,0,3.0,1,0
c:3962,San Francisco CA 94105,1/1/2002,3.4301,5.5589,7.8384,7.8384,10,3,19500000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3962,0,0,1,1,0,0,3.3333,1,1
c:162116,Santa Monica CA 90405,1/1/2012,0.4685,0.4685,1.1041,1.6795,5,1,3750000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:162116,0,0,0,0,0,0,9.0,1,1
c:55044,Warrenville IL 60555,8/1/2010,0.0,0.0,2.5205,4.4767,1,1,45000000,0,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:55044,0,0,0,0,0,0,2.0,0,0
c:7207,San Francisco CA 94105,4/1/2005,0.8164,5.5616,4.5562,7.9863,8,4,32500000,3,NC,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:7207,0,0,1,1,1,1,2.75,1,0
c:863,San Francisco CA 94105,3/1/2000,1.8384,8.3397,5.674,13.5562,4,2,4900000,5,PA,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:863,0,1,0,1,0,0,1.5,1,1
c:16066,San Francisco CA 94105,1/1/2005,2.2986,3.2110000000000003,3.5945,4.5753,4,2,12000000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:16066,0,0,0,1,1,0,2.0,1,0
c:220,San Francisco CA 94105,1/20/2006,0.0329,2.2055,4.5151,6.9123,12,3,7175000,6,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:220,0,1,1,1,0,0,2.6667,1,1
c:54,San Francisco CA 94105,12/1/2005,1.1699,1.4986,0.0849,5.3863,3,2,4700000,4,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:54,0,1,1,0,0,0,1.5,1,0
c:9730,San Francisco CA 94105,1/1/2008,0.0,0.0,2.5205,4.4767,3,1,120000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:9730,0,1,0,0,0,0,2.0,0,0
c:3122,San Francisco CA 94105,5/2/2002,5.1041,8.6411,5.6712,6.8986,10,3,10000000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:3122,1,0,0,1,0,0,1.6667,0,1
c:36579,Austin TX 78729,7/1/2000,4.9562,10.3151,2.5205,4.4767,0,4,39000000,0,TX,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:36579,1,0,1,0,0,0,3.0,0,0
c:43327,Marlborough MA 01752-4603,1/1/2003,2.2411,4.0301,2.5205,4.4767,3,2,16100000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:43327,0,0,0,1,1,0,2.5,1,1
c:1789,San Francisco CA 94105,1/1/2006,1.2466,2.0849,2.4986,5.3233,4,2,3300000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1789,0,1,1,0,0,0,2.0,1,1
c:38339,San Francisco CA 94110,2/1/2009,1.5616,1.5616,1.2438,1.7726,6,1,750000,3,CA,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:38339,0,1,0,0,0,0,9.0,1,1
c:13410,San Francisco CA 94105,6/1/2006,2.4493,2.4493,2.5205,4.4767,0,2,1000000,0,GA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:13410,1,1,0,0,0,0,2.0,0,0
c:43915,New York NY 10154,1/1/1996,11.3342,11.3342,2.5205,4.4767,3,1,7410000,0,NY,0,1,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:43915,1,0,0,0,0,0,3.0,1,0
c:37712,San Jose CA 95134,1/1/2000,6.8932,10.4082,2.5205,4.4767,5,3,52800000,0,CA,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:37712,1,0,0,0,1,0,5.3333,1,1
c:3288,Playa Vista CA 90094,1/1/2001,4.6685,9.1178,9.7534,12.8027,33,3,37000000,4,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3288,0,0,1,1,1,0,1.3333,1,0
c:10179,San Francisco CA 94105,12/1/2007,1.137,3.737,2.463,3.2164,14,3,14229998,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:10179,0,0,1,1,0,0,3.0,1,1
c:33869,Cupertino CA 95014,1/1/2009,0.7205,2.4356,0.7671,2.7918,7,2,3000000,2,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,c:33869,0,0,1,1,0,0,2.5,1,1
c:21528,New York NY 10013,1/1/2005,4.0384,4.0384,6.0027,6.0027,10,1,20000000,1,NY,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:21528,0,0,1,0,0,0,1.0,0,1
c:30820,Providence RI 2906,11/1/2008,0.7479,2.0959,1.6548,2.0959,6,2,2000000,3,RI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:30820,0,1,0,0,0,0,1.5,1,1
c:25782,San Francisco CA 94105,1/1/2003,3.8192,6.0932,9.0055,9.7726,3,2,19900000,2,DC,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:25782,1,0,0,1,0,0,2.0,1,1
c:278,San Francisco CA 94105,9/1/2006,1.2493,1.2493,2.589,2.589,6,1,1500000,1,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:278,0,0,0,0,0,0,1.0,0,0
c:75500,San Francisco CA 94105,7/1/2009,0.0,0.0,1.2521,1.2521,4,1,325000,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:75500,0,1,0,0,0,0,4.0,0,0
c:67806,San Francisco CA 94105,9/1/2010,0.463,0.463,1.2795,1.8192,16,1,3500000,2,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:67806,0,0,1,0,0,0,5.0,1,0
c:1212,San Francisco CA 94105,1/1/2004,2.0027,4.3863,1.5836,4.1918,7,4,30000000,2,WA,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1212,0,1,1,1,0,0,2.0,1,0
c:31754,Mountain View CA 94043-1107,1/1/2003,4.2384,4.2384,2.5205,4.4767,1,1,50000000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:31754,0,0,0,0,0,1,6.0,1,1
c:25307,San Francisco CA 94105,1/1/2008,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:25307,0,0,1,0,0,0,3.0,1,1
c:1870,San Francisco CA 94105,5/1/2005,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1870,1,0,1,1,1,1,2.3333,1,1
c:27285,San Francisco CA 94105,1/1/2004,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:27285,0,0,0,1,1,1,4.5,1,1
c:48640,Plano TX 75023,3/1/2004,2.189,2.189,2.5205,4.4767,32,1,9000000,0,TX,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:48640,0,0,0,1,0,0,4.0,1,0
c:18470,San Francisco CA 94105,6/1/2008,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:18470,0,0,1,0,0,0,3.5,1,1
c:21395,San Francisco CA 94105,1/1/2007,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:21395,0,0,1,0,0,0,2.0,1,1
c:25132,San Francisco CA 94105,1/1/2006,1.4411,6.6795,2.0,2.0,7,4,5965000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:25132,1,0,1,0,0,0,1.0,0,1
c:72,San Francisco CA 94105,4/1/2006,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:72,0,0,1,0,0,0,1.0,0,1
c:17429,San Francisco CA 94105,1/1/2003,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,MI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:17429,1,0,0,0,0,0,1.0,0,0
c:487,San Francisco CA 94105,1/1/2004,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:487,0,0,1,0,0,0,2.0,1,1
c:40665,Chicago IL 60657,1/1/2009,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:40665,1,0,0,0,0,0,1.0,0,0
